nid,id,name,organism,ncbi_taxonomy.name,description,resource_markdown
3670,ENSG00000264424,MYH4,2,Homo sapiens,myosin heavy chain 4 [Source:HGNC Symbol;Acc:HGNC:7574],
10076,ENSG00000130640,TUBGCP2,2,Homo sapiens,tubulin gamma complex associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18599],
7314,ENSG00000108039,XPNPEP1,2,Homo sapiens,X-prolyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:12822],
19092,ENSG00000185187,SIGIRR,2,Homo sapiens,single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575],
6021,ENSG00000100078,PLA2G3,2,Homo sapiens,phospholipase A2 group III [Source:HGNC Symbol;Acc:HGNC:17934],
2507,ENSG00000166349,RAG1,2,Homo sapiens,recombination activating 1 [Source:HGNC Symbol;Acc:HGNC:9831],
19147,ENSG00000185442,FAM174B,2,Homo sapiens,family with sequence similarity 174 member B [Source:HGNC Symbol;Acc:HGNC:34339],
20449,ENSG00000197857,ZNF44,2,Homo sapiens,zinc finger protein 44 [Source:HGNC Symbol;Acc:HGNC:13110],
22197,ENSG00000233608,TWIST2,2,Homo sapiens,twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:20670],
16022,ENSG00000168502,MTCL1,2,Homo sapiens,microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121],
8212,ENSG00000115239,ASB3,2,Homo sapiens,ankyrin repeat and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:16013],
13163,ENSG00000151651,ADAM8,2,Homo sapiens,ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215],
19290,ENSG00000186086,NBPF6,2,Homo sapiens,NBPF member 6 [Source:HGNC Symbol;Acc:HGNC:31988],
18699,ENSG00000183305,MAGEA2B,2,Homo sapiens,MAGE family member A2B [Source:HGNC Symbol;Acc:HGNC:19340],
23488,ENSG00000288701,PRRC2B,2,Homo sapiens,proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121],
21804,ENSG00000215114,UBXN2B,2,Homo sapiens,UBX domain protein 2B [Source:HGNC Symbol;Acc:HGNC:27035],
22378,ENSG00000240694,PNMA2,2,Homo sapiens,PNMA family member 2 [Source:HGNC Symbol;Acc:HGNC:9159],
22468,ENSG00000243073,PRAMEF4,2,Homo sapiens,PRAME family member 4 [Source:HGNC Symbol;Acc:HGNC:31971],
14492,ENSG00000162676,GFI1,2,Homo sapiens,growth factor independent 1 transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:4237],
2421,ENSG00000164405,UQCRQ,2,Homo sapiens,ubiquinol-cytochrome c reductase complex III subunit VII [Source:HGNC Symbol;Acc:HGNC:29594],
15704,ENSG00000167195,GOLGA6C,2,Homo sapiens,golgin A6 family member C [Source:HGNC Symbol;Acc:HGNC:32206],
7152,ENSG00000106537,TSPAN13,2,Homo sapiens,tetraspanin 13 [Source:HGNC Symbol;Acc:HGNC:21643],
6223,ENSG00000100796,PPP4R3A,2,Homo sapiens,protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219],
15248,ENSG00000165323,FAT3,2,Homo sapiens,FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:HGNC:23112],
17335,ENSG00000174871,CNIH2,2,Homo sapiens,cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744],
22624,ENSG00000250361,GYPB,2,Homo sapiens,glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4703],
17332,ENSG00000174842,GLMN,2,Homo sapiens,"glomulin, FKBP associated protein [Source:HGNC Symbol;Acc:HGNC:14373]",
9454,ENSG00000125503,PPP1R12C,2,Homo sapiens,protein phosphatase 1 regulatory subunit 12C [Source:HGNC Symbol;Acc:HGNC:14947],
21898,ENSG00000221855,TAS2R41,2,Homo sapiens,taste 2 receptor member 41 [Source:HGNC Symbol;Acc:HGNC:18883],
18071,ENSG00000179364,PACS2,2,Homo sapiens,phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794],
2295,ENSG00000161547,SRSF2,2,Homo sapiens,serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783],
22639,ENSG00000250821,EXOC1L,2,Homo sapiens,exocyst complex component 1 like [Source:HGNC Symbol;Acc:HGNC:53433],
2677,ENSG00000170426,SDR9C7,2,Homo sapiens,short chain dehydrogenase/reductase family 9C member 7 [Source:HGNC Symbol;Acc:HGNC:29958],
20500,ENSG00000198018,ENTPD7,2,Homo sapiens,ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745],
12690,ENSG00000147255,IGSF1,2,Homo sapiens,immunoglobulin superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:5948],
23051,ENSG00000269067,ZNF728,2,Homo sapiens,zinc finger protein 728 [Source:HGNC Symbol;Acc:HGNC:32463],
18873,ENSG00000184155,OR10J5,2,Homo sapiens,olfactory receptor family 10 subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:14993],
17914,ENSG00000178372,CALML5,2,Homo sapiens,calmodulin like 5 [Source:HGNC Symbol;Acc:HGNC:18180],
9693,ENSG00000127362,TAS2R3,2,Homo sapiens,taste 2 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:14910],
8231,ENSG00000115307,AUP1,2,Homo sapiens,AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891],
865,ENSG00000108474,PIGL,2,Homo sapiens,phosphatidylinositol glycan anchor biosynthesis class L [Source:HGNC Symbol;Acc:HGNC:8966],
12472,ENSG00000145687,SSBP2,2,Homo sapiens,single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831],
2257,ENSG00000160182,TFF1,2,Homo sapiens,trefoil factor 1 [Source:HGNC Symbol;Acc:HGNC:11755],
11614,ENSG00000139644,TMBIM6,2,Homo sapiens,transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723],
8351,ENSG00000116095,PLEKHA3,2,Homo sapiens,pleckstrin homology domain containing A3 [Source:HGNC Symbol;Acc:HGNC:14338],
10429,ENSG00000132837,DMGDH,2,Homo sapiens,dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475],
15504,ENSG00000166377,ATP9B,2,Homo sapiens,ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541],
18527,ENSG00000182447,OTOL1,2,Homo sapiens,otolin 1 [Source:HGNC Symbol;Acc:HGNC:34071],
20490,ENSG00000197978,GOLGA6L9,2,Homo sapiens,golgin A6 family like 9 [Source:HGNC Symbol;Acc:HGNC:37229],
18334,ENSG00000181222,POLR2A,2,Homo sapiens,RNA polymerase II subunit A [Source:HGNC Symbol;Acc:HGNC:9187],
20642,ENSG00000198569,SLC34A3,2,Homo sapiens,solute carrier family 34 member 3 [Source:HGNC Symbol;Acc:HGNC:20305],
908,ENSG00000109906,ZBTB16,2,Homo sapiens,zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930],
4270,ENSG00000022277,RTF2,2,Homo sapiens,replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890],
2377,ENSG00000163666,HESX1,2,Homo sapiens,HESX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4877],
684,ENSG00000102743,SLC25A15,2,Homo sapiens,solute carrier family 25 member 15 [Source:HGNC Symbol;Acc:HGNC:10985],
3928,ENSG00000004975,DVL2,2,Homo sapiens,dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086],
20236,ENSG00000196990,FAM163B,2,Homo sapiens,family with sequence similarity 163 member B [Source:HGNC Symbol;Acc:HGNC:33277],
1156,ENSG00000118785,SPP1,2,Homo sapiens,secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255],
1935,ENSG00000145020,AMT,2,Homo sapiens,aminomethyltransferase [Source:HGNC Symbol;Acc:HGNC:473],
23169,ENSG00000274143,KIR2DL5A,2,Homo sapiens,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A [Source:HGNC Symbol;Acc:HGNC:16345]",
19023,ENSG00000184911,DMRTC1B,2,Homo sapiens,DMRT like family C1B [Source:HGNC Symbol;Acc:HGNC:31686],
6725,ENSG00000104228,TRIM35,2,Homo sapiens,tripartite motif containing 35 [Source:HGNC Symbol;Acc:HGNC:16285],
514,ENSG00000095574,IKZF5,2,Homo sapiens,IKAROS family zinc finger 5 [Source:HGNC Symbol;Acc:HGNC:14283],
3053,ENSG00000185122,HSF1,2,Homo sapiens,heat shock transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5224],
2308,ENSG00000162399,BSND,2,Homo sapiens,barttin CLCNK type accessory subunit beta [Source:HGNC Symbol;Acc:HGNC:16512],
30601,ENSG00000213676,ATF6B,2,Homo sapiens,activating transcription factor 6 beta [Source:HGNC Symbol;Acc:HGNC:2349],
2767,ENSG00000173402,DAG1,2,Homo sapiens,dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666],
9667,ENSG00000127022,CANX,2,Homo sapiens,calnexin [Source:HGNC Symbol;Acc:HGNC:1473],
20902,ENSG00000204060,FOXO6,2,Homo sapiens,forkhead box O6 [Source:HGNC Symbol;Acc:HGNC:24814],
17673,ENSG00000176903,PNMA1,2,Homo sapiens,PNMA family member 1 [Source:HGNC Symbol;Acc:HGNC:9158],
13636,ENSG00000155957,TMBIM4,2,Homo sapiens,transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257],
13137,ENSG00000151466,SCLT1,2,Homo sapiens,sodium channel and clathrin linker 1 [Source:HGNC Symbol;Acc:HGNC:26406],
12244,ENSG00000143947,RPS27A,2,Homo sapiens,ribosomal protein S27a [Source:HGNC Symbol;Acc:HGNC:10417],
12695,ENSG00000147316,MCPH1,2,Homo sapiens,microcephalin 1 [Source:HGNC Symbol;Acc:HGNC:6954],
1056,ENSG00000114956,DGUOK,2,Homo sapiens,deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858],
16999,ENSG00000172888,ZNF621,2,Homo sapiens,zinc finger protein 621 [Source:HGNC Symbol;Acc:HGNC:24787],
15473,ENSG00000166263,STXBP4,2,Homo sapiens,syntaxin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19694],
10530,ENSG00000133619,KRBA1,2,Homo sapiens,KRAB-A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22228],
18923,ENSG00000184371,CSF1,2,Homo sapiens,colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432],
7005,ENSG00000105698,USF2,2,Homo sapiens,"upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]",
14986,ENSG00000164283,ESM1,2,Homo sapiens,endothelial cell specific molecule 1 [Source:HGNC Symbol;Acc:HGNC:3466],
4697,ENSG00000062598,ELMO2,2,Homo sapiens,engulfment and cell motility 2 [Source:HGNC Symbol;Acc:HGNC:17233],
16935,ENSG00000172543,CTSW,2,Homo sapiens,cathepsin W [Source:HGNC Symbol;Acc:HGNC:2546],
18031,ENSG00000179104,TMTC2,2,Homo sapiens,transmembrane O-mannosyltransferase targeting cadherins 2 [Source:HGNC Symbol;Acc:HGNC:25440],
6518,ENSG00000102531,FNDC3A,2,Homo sapiens,fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296],
12892,ENSG00000148965,SAA4,2,Homo sapiens,"serum amyloid A4, constitutive [Source:HGNC Symbol;Acc:HGNC:10516]",
3768,ENSG00000278229,RPS17,2,Homo sapiens,ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397],
19420,ENSG00000186684,CYP27C1,2,Homo sapiens,cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480],
4162,ENSG00000011590,ZBTB32,2,Homo sapiens,zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763],
18090,ENSG00000179532,DNHD1,2,Homo sapiens,dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532],
17303,ENSG00000174669,SLC29A2,2,Homo sapiens,solute carrier family 29 member 2 [Source:HGNC Symbol;Acc:HGNC:11004],
2833,ENSG00000175387,SMAD2,2,Homo sapiens,SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768],
12000,ENSG00000142546,NOSIP,2,Homo sapiens,nitric oxide synthase interacting protein [Source:HGNC Symbol;Acc:HGNC:17946],
4860,ENSG00000067365,METTL22,2,Homo sapiens,methyltransferase like 22 [Source:HGNC Symbol;Acc:HGNC:28368],
13238,ENSG00000152240,HAUS1,2,Homo sapiens,HAUS augmin like complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25174],
12064,ENSG00000143106,PSMA5,2,Homo sapiens,proteasome 20S subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534],
10499,ENSG00000133247,KMT5C,2,Homo sapiens,lysine methyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:28405],
3904,ENSG00000004142,POLDIP2,2,Homo sapiens,DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781],
10292,ENSG00000132003,ZSWIM4,2,Homo sapiens,zinc finger SWIM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:25704],
5238,ENSG00000077514,POLD3,2,Homo sapiens,"DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]",
22179,ENSG00000232653,GOLGA8N,2,Homo sapiens,golgin A8 family member N [Source:HGNC Symbol;Acc:HGNC:44405],
12644,ENSG00000146963,LUC7L2,2,Homo sapiens,"LUC7 like 2, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:21608]",
23143,ENSG00000273540,AGBL1,2,Homo sapiens,ATP/GTP binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:26504],
21995,ENSG00000224960,PPP4R3C,2,Homo sapiens,protein phosphatase 4 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:33146],
15856,ENSG00000167799,NUDT8,2,Homo sapiens,nudix hydrolase 8 [Source:HGNC Symbol;Acc:HGNC:8055],
9907,ENSG00000129295,LRRC6,2,Homo sapiens,leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:16725],
22671,ENSG00000253352,TUG1,2,Homo sapiens,taurine up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:26066],
9339,ENSG00000124535,WRNIP1,2,Homo sapiens,WRN helicase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20876],
21973,ENSG00000224051,CPTP,2,Homo sapiens,ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116],
17240,ENSG00000174238,PITPNA,2,Homo sapiens,phosphatidylinositol transfer protein alpha [Source:HGNC Symbol;Acc:HGNC:9001],
22318,ENSG00000239264,TXNDC5,2,Homo sapiens,thioredoxin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21073],
22919,ENSG00000261221,ZNF865,2,Homo sapiens,zinc finger protein 865 [Source:HGNC Symbol;Acc:HGNC:38705],
17799,ENSG00000177613,CSTF2T,2,Homo sapiens,cleavage stimulation factor subunit 2 tau variant [Source:HGNC Symbol;Acc:HGNC:17086],
7962,ENSG00000113073,SLC4A9,2,Homo sapiens,solute carrier family 4 member 9 [Source:HGNC Symbol;Acc:HGNC:11035],
18079,ENSG00000179412,HNRNPCL4,2,Homo sapiens,heterogeneous nuclear ribonucleoprotein C like 4 [Source:HGNC Symbol;Acc:HGNC:51333],
12745,ENSG00000147654,EBAG9,2,Homo sapiens,estrogen receptor binding site associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:3123],
22473,ENSG00000243207,PPAN-P2RY11,2,Homo sapiens,PPAN-P2RY11 readthrough [Source:HGNC Symbol;Acc:HGNC:33526],
6343,ENSG00000101343,CRNKL1,2,Homo sapiens,crooked neck pre-mRNA splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:15762],
17988,ENSG00000178917,ZNF852,2,Homo sapiens,zinc finger protein 852 [Source:HGNC Symbol;Acc:HGNC:27713],
4327,ENSG00000028528,SNX1,2,Homo sapiens,sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172],
3609,ENSG00000242802,AP5Z1,2,Homo sapiens,adaptor related protein complex 5 subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:22197],
20230,ENSG00000196967,ZNF585A,2,Homo sapiens,zinc finger protein 585A [Source:HGNC Symbol;Acc:HGNC:26305],
17616,ENSG00000176532,PRR15,2,Homo sapiens,proline rich 15 [Source:HGNC Symbol;Acc:HGNC:22310],
19180,ENSG00000185621,LMLN,2,Homo sapiens,leishmanolysin like peptidase [Source:HGNC Symbol;Acc:HGNC:15991],
21843,ENSG00000215612,HMX1,2,Homo sapiens,H6 family homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5017],
21336,ENSG00000211454,AKR7L,2,Homo sapiens,aldo-keto reductase family 7 like (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:24056],
7922,ENSG00000112697,TMEM30A,2,Homo sapiens,transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667],
2293,ENSG00000161395,PGAP3,2,Homo sapiens,post-GPI attachment to proteins phospholipase 3 [Source:HGNC Symbol;Acc:HGNC:23719],
21701,ENSG00000213996,TM6SF2,2,Homo sapiens,transmembrane 6 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11861],
4961,ENSG00000070413,DGCR2,2,Homo sapiens,DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:HGNC:2845],
19332,ENSG00000186260,MRTFB,2,Homo sapiens,myocardin related transcription factor B [Source:HGNC Symbol;Acc:HGNC:29819],
22940,ENSG00000261857,MIA,2,Homo sapiens,MIA SH3 domain containing [Source:HGNC Symbol;Acc:HGNC:7076],
23223,ENSG00000275148,IGHV1-69-2,2,Homo sapiens,immunoglobulin heavy variable 1-69-2 [Source:HGNC Symbol;Acc:HGNC:5562],
8685,ENSG00000119004,CYP20A1,2,Homo sapiens,cytochrome P450 family 20 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:20576],
11967,ENSG00000142227,EMP3,2,Homo sapiens,epithelial membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3335],
14721,ENSG00000163527,STT3B,2,Homo sapiens,STT3 oligosaccharyltransferase complex catalytic subunit B [Source:HGNC Symbol;Acc:HGNC:30611],
13124,ENSG00000151365,THRSP,2,Homo sapiens,thyroid hormone responsive [Source:HGNC Symbol;Acc:HGNC:11800],
1496,ENSG00000132153,DHX30,2,Homo sapiens,DExH-box helicase 30 [Source:HGNC Symbol;Acc:HGNC:16716],
13536,ENSG00000154889,MPPE1,2,Homo sapiens,metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988],
2508,ENSG00000166402,TUB,2,Homo sapiens,TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406],
1419,ENSG00000130234,ACE2,2,Homo sapiens,angiotensin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13557],
11290,ENSG00000137776,SLTM,2,Homo sapiens,SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709],
4378,ENSG00000035720,STAP1,2,Homo sapiens,signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133],
4089,ENSG00000009335,UBE3C,2,Homo sapiens,ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803],
14993,ENSG00000164299,SPZ1,2,Homo sapiens,spermatogenic leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:30721],
15562,ENSG00000166589,CDH16,2,Homo sapiens,cadherin 16 [Source:HGNC Symbol;Acc:HGNC:1755],
13937,ENSG00000158488,CD1E,2,Homo sapiens,CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638],
12624,ENSG00000146826,TRAPPC14,2,Homo sapiens,trafficking protein particle complex 14 [Source:HGNC Symbol;Acc:HGNC:25604],
2064,ENSG00000150995,ITPR1,2,Homo sapiens,"inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]",
7907,ENSG00000112578,BYSL,2,Homo sapiens,bystin like [Source:HGNC Symbol;Acc:HGNC:1157],
13501,ENSG00000154556,SORBS2,2,Homo sapiens,sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098],
11712,ENSG00000140395,WDR61,2,Homo sapiens,WD repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:30300],
6144,ENSG00000100422,CERK,2,Homo sapiens,ceramide kinase [Source:HGNC Symbol;Acc:HGNC:19256],
23136,ENSG00000273111,LYPD4,2,Homo sapiens,LY6/PLAUR domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28659],
15815,ENSG00000167676,PLIN4,2,Homo sapiens,perilipin 4 [Source:HGNC Symbol;Acc:HGNC:29393],
10820,ENSG00000135374,ELF5,2,Homo sapiens,E74 like ETS transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3320],
3557,ENSG00000235109,ZSCAN31,2,Homo sapiens,zinc finger and SCAN domain containing 31 [Source:HGNC Symbol;Acc:HGNC:14097],
20634,ENSG00000198546,ZNF511,2,Homo sapiens,zinc finger protein 511 [Source:HGNC Symbol;Acc:HGNC:28445],
14781,ENSG00000163686,ABHD6,2,Homo sapiens,"abhydrolase domain containing 6, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:21398]",
14922,ENSG00000164096,C4orf3,2,Homo sapiens,chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225],
10846,ENSG00000135472,FAIM2,2,Homo sapiens,Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067],
6875,ENSG00000105146,AURKC,2,Homo sapiens,aurora kinase C [Source:HGNC Symbol;Acc:HGNC:11391],
207,ENSG00000055208,TAB2,2,Homo sapiens,TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075],
979,ENSG00000112246,SIM1,2,Homo sapiens,SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882],
2103,ENSG00000152700,SAR1B,2,Homo sapiens,secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535],
871,ENSG00000108576,SLC6A4,2,Homo sapiens,solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050],
16949,ENSG00000172640,OR10AD1,2,Homo sapiens,olfactory receptor family 10 subfamily AD member 1 [Source:HGNC Symbol;Acc:HGNC:14819],
15122,ENSG00000164818,DNAAF5,2,Homo sapiens,dynein axonemal assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:26013],
7342,ENSG00000108352,RAPGEFL1,2,Homo sapiens,Rap guanine nucleotide exchange factor like 1 [Source:HGNC Symbol;Acc:HGNC:17428],
21332,ENSG00000211445,GPX3,2,Homo sapiens,glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555],
7636,ENSG00000110811,P3H3,2,Homo sapiens,prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318],
11745,ENSG00000140538,NTRK3,2,Homo sapiens,neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:8033],
5122,ENSG00000074706,IPCEF1,2,Homo sapiens,interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204],
3687,ENSG00000273397,NDUFA6,2,Homo sapiens,NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690],
5866,ENSG00000095319,NUP188,2,Homo sapiens,nucleoporin 188 [Source:HGNC Symbol;Acc:HGNC:17859],
3262,ENSG00000198125,MB,2,Homo sapiens,myoglobin [Source:HGNC Symbol;Acc:HGNC:6915],
23336,ENSG00000278599,TBC1D3E,2,Homo sapiens,TBC1 domain family member 3E [Source:HGNC Symbol;Acc:HGNC:27071],
15541,ENSG00000166507,NDST2,2,Homo sapiens,N-deacetylase and N-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:7681],
21365,ENSG00000211648,IGLV1-47,2,Homo sapiens,immunoglobulin lambda variable 1-47 [Source:HGNC Symbol;Acc:HGNC:5880],
15553,ENSG00000166557,TMED3,2,Homo sapiens,transmembrane p24 trafficking protein 3 [Source:HGNC Symbol;Acc:HGNC:28889],
14413,ENSG00000162385,MAGOH,2,Homo sapiens,"mago homolog, exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:6815]",
12741,ENSG00000147642,SYBU,2,Homo sapiens,syntabulin [Source:HGNC Symbol;Acc:HGNC:26011],
4039,ENSG00000007376,RPUSD1,2,Homo sapiens,RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173],
21970,ENSG00000223953,C1QTNF5,2,Homo sapiens,C1q and TNF related 5 [Source:HGNC Symbol;Acc:HGNC:14344],
14401,ENSG00000162341,TPCN2,2,Homo sapiens,two pore segment channel 2 [Source:HGNC Symbol;Acc:HGNC:20820],
22497,ENSG00000243678,NME2,2,Homo sapiens,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850],
19489,ENSG00000187024,PTRH1,2,Homo sapiens,peptidyl-tRNA hydrolase 1 homolog [Source:HGNC Symbol;Acc:HGNC:27039],
5830,ENSG00000092871,RFFL,2,Homo sapiens,ring finger and FYVE like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:24821],
392,ENSG00000080608,PUM3,2,Homo sapiens,pumilio RNA binding family member 3 [Source:HGNC Symbol;Acc:HGNC:29676],
20297,ENSG00000197226,TBC1D9B,2,Homo sapiens,TBC1 domain family member 9B [Source:HGNC Symbol;Acc:HGNC:29097],
11329,ENSG00000137948,BRDT,2,Homo sapiens,bromodomain testis associated [Source:HGNC Symbol;Acc:HGNC:1105],
14769,ENSG00000163645,ERICH6,2,Homo sapiens,glutamate rich 6 [Source:HGNC Symbol;Acc:HGNC:28602],
13573,ENSG00000155275,TRMT44,2,Homo sapiens,tRNA methyltransferase 44 homolog [Source:HGNC Symbol;Acc:HGNC:26653],
13254,ENSG00000152382,TADA1,2,Homo sapiens,transcriptional adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30631],
14085,ENSG00000159713,TPPP3,2,Homo sapiens,tubulin polymerization promoting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:24162],
18475,ENSG00000182179,UBA7,2,Homo sapiens,ubiquitin like modifier activating enzyme 7 [Source:HGNC Symbol;Acc:HGNC:12471],
20723,ENSG00000198795,ZNF521,2,Homo sapiens,zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605],
1500,ENSG00000132326,PER2,2,Homo sapiens,period circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:8846],
15809,ENSG00000167657,DAPK3,2,Homo sapiens,death associated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:2676],
2931,ENSG00000179774,ATOH7,2,Homo sapiens,atonal bHLH transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:13907],
7735,ENSG00000111615,KRR1,2,Homo sapiens,KRR1 small subunit processome component homolog [Source:HGNC Symbol;Acc:HGNC:5176],
20743,ENSG00000198832,SELENOM,2,Homo sapiens,selenoprotein M [Source:HGNC Symbol;Acc:HGNC:30397],
13533,ENSG00000154845,PPP4R1,2,Homo sapiens,protein phosphatase 4 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320],
17704,ENSG00000177054,ZDHHC13,2,Homo sapiens,zinc finger DHHC-type palmitoyltransferase 13 [Source:HGNC Symbol;Acc:HGNC:18413],
